company_name,wba_id,isin,total_score,governance_strategy_score,ecosystems_biodiversity_score,social_community_score,total_rank,governance_strategy_rank,ecosystems_biodiversity_rank,social_community_rank,hq_region,hq_country,sector,industry,year_benchmarked
Balfour Beatty,PT_00184,NaN,15.9,30.0,9.6,20.1,365,278,443,281,Europe & Central Asia,United Kingdom,Construction and engineering,Construction and engineering,2022
Continental,PT_00472,NaN,16.1,17.5,9.5,26.0,359,519,447,185,Europe & Central Asia,Germany,Tyres and rubber,Tyres and rubber,2022
Corteva Agriscience,PT_00479,US22052L1044,15.8,23.8,13.4,16.4,369,402,318,367,North America,United States,Food and agriculture,Agricultural products,2023
Huntsman Corporation,PT_00873,US4470111075,16.0,18.8,12.6,20.3,361,478,346,280,North America,United States,Chemicals,Chemicals,2022
Seven & I,PT_01565,NaN,16.4,17.5,6.3,31.8,345,519,534,125,East Asia & Pacific,Japan,Food and agriculture,Food retailers,2023
Nucor Corporation,PT_01313,US6703461052,15.4,28.8,14.5,11.5,375,310,279,495,North America,United States,Metals and mining,Metals and mining,2022
Shree Cement,PT_01597,NaN,14.4,38.8,11.0,9.9,401,163,396,536,South Asia,India,Construction materials and supplies,Construction materials and supplies,2022
Royal BAM Group,PT_00186,NaN,15.2,40.0,8.8,15.1,379,133,472,406,Europe & Central Asia,Netherlands,Construction and engineering,Construction and engineering,2022
Transocean,PT_02373,CNE100000502,14.6,18.8,8.7,22.1,392,478,474,245,Europe & Central Asia,Switzerland,Other,Oil and gas,2024
Norgesgruppen,PT_01296,NaN,15.9,12.5,15.1,18.6,365,554,266,314,Europe & Central Asia,Norway,Food and agriculture,Food retailers,2023
M Dias Branco,PT_01109,NaN,14.8,30.0,9.4,17.1,386,278,451,346,Latin America & Caribbean,Brazil,Food and agriculture,Food production,2023
UltraTech Cement,PT_02104,CNE100000502,16.5,25.0,11.3,21.3,342,374,380,257,South Asia,India,Construction materials and supplies,Construction materials and supplies,2022
Hanwha Solutions,PT_00819,US4016171054,16.0,28.8,17.3,8.9,361,310,217,556,East Asia & Pacific,"Korea, Rep.",Chemicals,Chemicals,2022
Nippon Paper Industries,PT_01275,BMG653181005,16.4,22.5,15.8,14.9,345,453,247,408,East Asia & Pacific,Japan,Paper and forest,Paper and forest,2023
Lojas Renner,PT_01088,NaN,16.3,28.8,10.2,20.8,349,310,421,265,Latin America & Caribbean,Brazil,Apparel and footwear,Apparel and footwear,2022
X5 Retail Group,PT_01958,US98387E2054,15.5,33.8,7.3,21.1,373,239,511,260,Europe & Central Asia,Russian Federation,Food and agriculture,Food retailers,2023
Restaurant Brands International,PT_01483,NaN,16.4,30.0,13.9,14.9,345,278,299,408,North America,Canada,Food and agriculture,Food retailers,2023
First Quantum Minerals,PT_02242,CNE100000502,14.9,25.0,10.9,17.1,385,374,400,346,North America,Canada,Metals and mining,Metals and mining,2022
Cencosud,PT_00330,NaN,16.2,28.8,8.0,24.0,352,310,493,219,Latin America & Caribbean,Chile,Food and agriculture,Food retailers,2023
West Fraser Timber,PT_01923,KYG9431R1039,14.6,5.0,18.2,12.9,392,646,197,464,North America,Canada,Paper and forest,Paper and forest,2023
Shimizu Corporation,PT_01589,NaN,15.9,22.5,20.1,6.7,365,453,150,594,East Asia & Pacific,Japan,Construction and engineering,Construction and engineering,2022
Columbia Sportswear,PT_00453,NaN,15.5,11.3,13.3,20.6,373,599,321,270,North America,United States,Apparel and footwear,Apparel and footwear,2022
China Merchants Ports,PT_02254,CNE100000502,16.5,38.8,13.8,11.2,342,163,305,499,East Asia & Pacific,"Hong Kong SAR, China",Freight and logistics,Freight and logistics,2024
AbbVie,PT_00006,US00287Y1091,15.3,23.8,12.4,16.4,377,402,354,367,North America,United States,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Carter's,PT_00322,NaN,14.7,25.0,9.6,18.6,390,374,443,314,North America,United States,Apparel and footwear,Apparel and footwear,2022
ARAUCO,PT_02091,CNE100000502,16.2,22.5,18.2,10.4,352,453,197,513,Latin America & Caribbean,Chile,Paper and forest,Paper and forest,2023
Toba Pulp Lestari,PT_02216,CNE100000502,14.5,22.5,10.3,17.7,396,453,419,337,East Asia & Pacific,Indonesia,Paper and forest,Paper and forest,2023
Sysco,PT_01713,NaN,16.6,28.8,11.0,20.4,338,310,396,277,North America,United States,Food and agriculture,Food production,2023
Chipotle Mexican Grill,PT_00411,NaN,16.2,36.3,11.9,14.9,352,192,365,408,North America,United States,Food and agriculture,Food retailers,2023
Eiffage,PT_00609,FR0000130452,15.4,12.5,19.2,10.4,375,554,171,513,Europe & Central Asia,France,Construction and engineering,Construction and engineering,2022
Kohl's,PT_01017,US5002551043,15.6,6.3,15.6,19.3,372,618,249,299,North America,United States,Apparel and footwear,Apparel and footwear,2022
Citrosuco,PT_02075,CNE100000502,16.2,18.8,15.5,16.4,352,478,257,367,Latin America & Caribbean,Brazil,Food and agriculture,Agricultural products,2023
TUI Cruises,PT_02174,CNE100000502,16.0,12.5,9.8,26.8,361,554,437,179,Europe & Central Asia,Germany,Passenger transport (Cruises),Passenger transport (Cruises),2024
Royal Caribbean Group,PT_02175,CNE100000502,16.1,33.8,9.0,20.1,359,239,466,281,North America,United States,Passenger transport (Cruises),Passenger transport (Cruises),2024
Pactiv Evergreen,PT_02171,CNE100000502,14.5,11.3,15.2,14.9,396,599,263,408,North America,United States,Containers and packaging,Containers and packaging,2022
Borealis,PT_02179,CNE100000502,16.3,38.8,10.1,16.9,349,163,426,352,Europe & Central Asia,Austria,Chemicals,Chemicals,2022
Savencia,PT_01545,NaN,14.2,23.8,8.1,20.1,408,402,490,281,Europe & Central Asia,France,Food and agriculture,Food production,2023
INEOS,PT_00902,SE0000652216,12.2,17.5,8.2,16.4,469,519,485,367,Europe & Central Asia,United Kingdom,Chemicals,Chemicals,2022
China Shenhua,PT_02719,CNE100000502,13.8,33.8,14.4,4.8,425,239,283,629,East Asia & Pacific,China,Metals and mining,Metals and mining,2024
Obayashi Corporation,PT_01321,AU000000NUF3,13.7,23.8,6.8,20.6,428,402,524,270,East Asia & Pacific,Japan,Construction and engineering,Construction and engineering,2022
Siam City Cement,PT_01600,NaN,14.1,28.8,10.7,13.4,414,310,404,451,East Asia & Pacific,Thailand,Construction materials and supplies,Construction materials and supplies,2022
Shin-Etsu Chemical,PT_01590,NaN,13.0,23.8,13.3,8.2,451,402,321,568,East Asia & Pacific,Japan,Chemicals,Chemicals,2022
Industrias Peñoles,PT_02210,CNE100000502,14.2,32.5,6.7,18.6,408,269,527,314,Latin America & Caribbean,Mexico,Metals and mining,Metals and mining,2022
Salling Group,PT_01522,NaN,13.6,12.5,12.4,15.9,433,554,354,381,Europe & Central Asia,Denmark,Food and agriculture,Food retailers,2023
Otto Group,PT_01355,AU000000NUF3,12.4,23.8,0.0,27.3,467,402,722,170,Europe & Central Asia,Germany,Apparel and footwear,Apparel and footwear,2022
The TJX Companies,PT_01781,US8725401090,14.0,23.8,9.0,17.8,417,402,466,331,North America,United States,Apparel and footwear,Apparel and footwear,2022
Ganfeng Lithium,PT_02243,CNE100000502,12.7,35.0,11.8,5.2,460,201,368,618,East Asia & Pacific,China,Metals and mining,Metals and mining,2022
Central Retail,PT_00333,NaN,12.8,28.8,9.1,12.1,457,310,461,475,East Asia & Pacific,Thailand,Food and agriculture,Retail,2023
Union Andina de Cementos,PT_01842,US9024941034,14.2,38.8,10.2,10.4,408,163,421,513,Latin America & Caribbean,Peru,Construction materials and supplies,Construction materials and supplies,2022
Pou Chen Corporation,PT_01419,AU000000NUF3,13.0,27.5,7.0,16.7,451,356,520,357,East Asia & Pacific,"Taiwan, China",Apparel and footwear,Apparel and footwear,2022
Parlevliet & Van der Plas,PT_01371,AU000000NUF3,14.2,30.0,12.0,10.4,408,278,361,513,Europe & Central Asia,Netherlands,Food and agriculture,Food production,2023
Austevoll Seafood,PT_00163,NaN,12.7,28.8,4.0,20.1,460,310,602,281,Europe & Central Asia,Norway,Food and agriculture,Food production,2023
Domino's,PT_02438,CNE100000502,13.6,18.8,12.8,12.6,433,478,337,469,North America,United States,Food and agriculture,Food retailers,2023
Wienerberger,PT_01937,AT0000831706,13.2,35.0,5.3,16.6,446,201,562,361,Europe & Central Asia,Austria,Construction materials and supplies,Construction materials and supplies,2022
Nan Ya Plastics Corporation,PT_01220,TW0001303006,12.2,38.8,11.3,2.8,469,163,380,653,East Asia & Pacific,"Taiwan, China",Chemicals,Chemicals,2022
LOTTE Corporation,PT_01094,NaN,12.9,28.8,8.0,14.1,456,310,493,425,East Asia & Pacific,"Korea, Rep.",Food and agriculture,Conglomerates,2023
Sodiaal,PT_01631,NaN,12.2,18.8,14.9,5.2,469,478,272,618,Europe & Central Asia,France,Food and agriculture,Food production,2023
Mr. Price,PT_01203,ZAE000200457,13.7,32.5,5.2,19.6,428,269,565,294,Sub-Saharan Africa,South Africa,Apparel and footwear,Apparel and footwear,2022
Asos,PT_00002,US88579Y1010,13.4,25.0,2.9,25.0,440,374,635,202,Europe & Central Asia,United Kingdom,Apparel and footwear,Apparel and footwear,2022
NH Foods,PT_01264,CNE000000VB0,12.7,28.8,9.4,11.4,460,310,451,496,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
China Mengniu Dairy,PT_00376,NaN,13.7,38.8,12.0,6.2,428,163,361,605,East Asia & Pacific,"Hong Kong SAR, China",Food and agriculture,Food production,2023
Codelco,PT_02204,CNE100000502,12.6,28.8,11.2,8.2,463,310,387,568,Latin America & Caribbean,Chile,Metals and mining,Metals and mining,2022
COOP Group,PT_00475,NaN,13.5,22.5,12.8,11.0,437,453,337,509,Europe & Central Asia,Switzerland,Food and agriculture,Food retailers,2023
Want Want China,PT_01909,KYG9431R1039,13.0,40.0,11.6,4.5,451,133,374,630,East Asia & Pacific,China,Food and agriculture,Food production,2023
Albertsons Companies,PT_00063,US0130911037,12.2,18.8,9.4,14.1,469,478,451,425,North America,United States,Food and agriculture,Food retailers,2023
Aurobindo Pharma,PT_00160,NaN,13.3,28.8,17.4,0.7,444,310,214,689,South Asia,India,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Grasim Industries,PT_02202,CNE100000502,13.0,22.5,12.6,9.7,451,453,346,540,South Asia,India,Chemicals,Chemicals,2022
Dalmia Bharat,PT_00517,NaN,13.9,40.0,15.1,1.5,421,133,266,665,South Asia,India,Construction materials and supplies,Construction materials and supplies,2022
O-I,PT_01330,AU000000NUF3,13.9,23.8,13.1,11.2,421,402,330,499,North America,United States,Containers and packaging,Containers and packaging,2022
New Balance,PT_01250,NaN,13.4,22.5,12.0,11.9,440,453,361,478,North America,United States,Apparel and footwear,Apparel and footwear,2022
Aramark,PT_00127,NaN,12.1,23.8,4.9,18.6,474,402,576,314,North America,United States,Food and agriculture,Food retailers,2023
Elior Group,PT_00615,FR0011950732,12.4,18.8,12.0,10.4,467,478,361,513,Europe & Central Asia,France,Food and agriculture,Food retailers,2023
Showa Denko,PT_01596,NaN,13.4,25.0,11.2,12.1,440,374,387,475,East Asia & Pacific,Japan,Chemicals,Chemicals,2022
Tate & Lyle,PT_01733,GB0008754136,12.8,11.3,11.6,15.4,457,599,374,401,Europe & Central Asia,United Kingdom,Food and agriculture,Food production,2023
Voestalpine,PT_01897,NaN,12.1,32.5,5.8,13.6,474,269,546,447,Europe & Central Asia,Austria,Metals and mining,Metals and mining,2022
ECOM Agroindustrial,PT_00598,NaN,13.7,6.3,9.3,23.5,428,618,454,227,Europe & Central Asia,Switzerland,Food and agriculture,Food production,2023
U.S. Steel,PT_01852,TW0001216000,13.7,18.8,10.7,16.4,428,478,404,367,North America,United States,Metals and mining,Metals and mining,2022
International Container Terminal Services,PT_02233,CNE100000502,14.0,38.8,8.7,11.7,417,163,474,493,East Asia & Pacific,Philippines,Freight and logistics,Freight and logistics,2024
LyondellBasell Industries,PT_01108,NaN,13.8,28.8,8.4,16.4,425,310,480,367,Europe & Central Asia,Netherlands,Chemicals,Chemicals,2022
Carnival Corporation,PT_00319,NaN,13.2,25.0,9.5,13.9,446,374,447,439,North America,United States,Passenger transport (Cruises),Passenger transport (Cruises),2024
The Foschini Group (TFG),PT_01779,ZAE000148466,14.0,56.3,4.0,12.6,417,20,602,469,Sub-Saharan Africa,South Africa,Apparel and footwear,Apparel and footwear,2022
Costco Wholesale,PT_00482,US22160K1051,13.0,6.3,12.5,16.4,451,618,350,367,North America,United States,Food and agriculture,Retail,2023
Ebro Foods,PT_00595,ES0112501012,13.4,16.3,13.9,11.4,440,545,299,496,Europe & Central Asia,Spain,Food and agriculture,Food production,2023
Zalando,PT_01987,NO0010208051,13.6,25.0,8.2,17.4,433,374,485,339,Europe & Central Asia,Germany,Apparel and footwear,Apparel and footwear,2022
Pacific International Lines,PT_01363,AU000000NUF3,12.5,28.8,7.6,13.1,465,310,502,461,East Asia & Pacific,Singapore,Freight and logistics,Freight and logistics,2024
Buenaventura,PT_02718,CNE100000502,13.3,25.0,6.7,18.9,444,374,527,306,Latin America & Caribbean,Peru,Metals and mining,Metals and mining,2024
Land O'Lakes,PT_01053,US514666AN65,13.6,25.0,11.3,12.6,433,374,380,469,North America,United States,Food and agriculture,Food production,2023
Kobe Steel (KOBELCO),PT_01014,JP3289800009,12.6,17.5,12.3,11.2,463,519,358,499,East Asia & Pacific,Japan,Metals and mining,Metals and mining,2022
DEME,PT_02192,CNE100000502,13.5,30.0,11.1,10.4,437,278,391,513,Europe & Central Asia,Belgium,Construction and engineering,Construction and engineering,2022
Celanese,PT_00328,NaN,13.2,25.0,6.1,19.6,446,374,538,294,North America,United States,Chemicals,Chemicals,2022
Fluor,PT_00697,US3434121022,14.0,28.8,10.0,14.4,417,310,429,421,North America,United States,Construction and engineering,Construction and engineering,2022
Kikkoman Corporation,PT_01006,JP3240400006,13.5,12.5,15.6,10.7,437,554,249,510,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Norwegian Cruise Line Holdings,PT_01303,BMG667211046,12.8,23.8,10.5,11.9,457,402,409,478,North America,United States,Passenger transport (Cruises),Passenger transport (Cruises),2024
JBS,PT_00953,IL0002810146,14.2,23.8,11.3,14.9,408,402,380,408,Latin America & Caribbean,Brazil,Food and agriculture,Food production,2023
Dexco,PT_02214,CNE100000502,13.9,35.0,11.8,8.7,421,201,368,562,Latin America & Caribbean,Brazil,Paper and forest,Paper and forest,2023
Constellation Brands,PT_00471,NaN,12.1,6.3,12.3,14.1,474,618,358,425,North America,United States,Food and agriculture,Food production,2023
Crown Holdings,PT_00495,DE0006062144,13.8,12.5,12.4,16.6,425,554,354,361,North America,United States,Containers and packaging,Containers and packaging,2022
Alpek,PT_02090,CNE100000502,13.1,17.5,9.9,16.4,449,519,434,367,Latin America & Caribbean,Mexico,Chemicals,Chemicals,2022
Kewpie Corporation,PT_01003,JP3244800003,14.1,23.8,14.0,10.4,414,402,294,513,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Bath & Body Works,PT_01045,JP3257200000,12.2,23.8,5.9,17.4,469,402,545,339,North America,United States,Other,Retail,2024
Amcor,PT_00082,JE00BJ1F3079,14.1,30.0,10.4,13.6,414,278,414,447,Europe & Central Asia,Switzerland,Containers and packaging,Containers and packaging,2022
DLG Group,PT_00564,GB00BY9D0Y18,13.9,12.5,14.2,14.1,421,554,286,425,Europe & Central Asia,Denmark,Food and agriculture,Food production,2023
Godrej Consumer Products,PT_00758,INE102D01028,13.1,43.8,13.6,0.0,449,103,313,700,South Asia,India,Personal and household products,Personal and household products,2024
AECOM,PT_00029,NaN,12.5,17.5,5.8,20.9,465,519,546,263,North America,United States,Construction and engineering,Construction and engineering,2022
"FCF Co., Ltd.",PT_00661,NaN,10.6,43.8,4.6,5.1,521,103,584,626,East Asia & Pacific,"Taiwan, China",Food and agriculture,Food production,2023
Universal Robina,PT_01856,PHY9297P1004,11.4,18.8,10.5,9.7,501,478,409,540,East Asia & Pacific,Philippines,Food and agriculture,Food production,2023
China International Marine Containers (Group),PT_00373,NaN,12.0,40.0,12.5,0.0,477,133,350,700,East Asia & Pacific,China,Containers and packaging,Containers and packaging,2022
Abercrombie & Fitch,PT_00007,US0028962076,11.2,12.5,9.0,14.1,505,554,466,425,North America,United States,Apparel and footwear,Apparel and footwear,2022
Maruha Nichiro,PT_01131,NaN,10.6,28.8,4.2,13.4,521,310,596,451,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Kajima Corporation,PT_00987,JP3210200006,11.7,22.5,7.1,14.6,486,453,515,418,East Asia & Pacific,Japan,Construction and engineering,Construction and engineering,2022
J Crew Group,PT_00940,IL0002810146,11.8,23.8,5.2,17.4,484,402,565,339,North America,United States,Apparel and footwear,Apparel and footwear,2022
LPP,PT_01098,NaN,9.4,17.5,1.8,18.1,543,519,669,326,Europe & Central Asia,Poland,Apparel and footwear,Apparel and footwear,2022
US Foods,PT_01862,US9120081099,11.5,17.5,4.5,19.9,497,519,585,290,North America,United States,Food and agriculture,Food production,2023
Sun Pharma,PT_01695,NaN,9.4,38.8,1.6,9.7,543,163,675,540,South Asia,India,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
China Shanshui Cement Group,PT_00395,NaN,9.9,5.0,15.9,2.5,534,646,243,654,East Asia & Pacific,China,Construction materials and supplies,Construction materials and supplies,2022
Martin Marietta Materials,PT_01128,NaN,11.8,12.5,9.9,14.4,484,554,434,421,North America,United States,Construction materials and supplies,Construction materials and supplies,2022
STRABAG,PT_01676,AT000000STR1,11.7,27.5,5.2,15.6,486,356,565,389,Europe & Central Asia,Austria,Construction and engineering,Construction and engineering,2022
E-Mart,PT_00618,KR7139480008,9.6,28.8,5.8,7.7,537,310,546,581,East Asia & Pacific,"Korea, Rep.",Food and agriculture,Food retailers,2023
Calavo Growers,PT_00299,NaN,12.0,27.5,8.9,10.4,477,356,470,513,North America,United States,Food and agriculture,Food production,2023
RCL Foods,PT_01467,ZAE000179438,9.6,38.8,3.5,7.4,537,163,619,583,Sub-Saharan Africa,South Africa,Food and agriculture,Food production,2023
Tianqi Lithium,PT_02206,CNE100000502,11.5,38.8,11.8,0.0,497,163,368,700,East Asia & Pacific,China,Metals and mining,Metals and mining,2022
KWS,PT_01041,DE0007074007,10.4,23.8,4.5,14.1,526,402,585,425,Europe & Central Asia,Germany,Food and agriculture,Agricultural products,2023
Toray Industries,PT_01804,JP3621000003,11.6,11.3,11.8,11.4,493,599,368,496,East Asia & Pacific,Japan,Chemicals,Chemicals,2022
PPG Industries,PT_01424,AU000000NUF3,11.9,23.8,5.1,17.8,482,402,571,331,North America,United States,Chemicals,Chemicals,2022
Foot Locker,PT_00704,US3448491049,10.8,18.8,2.6,20.4,516,478,645,277,North America,United States,Apparel and footwear,Apparel and footwear,2022
Monster Beverage,PT_02163,CNE100000502,11.2,12.5,3.9,22.3,505,554,609,241,North America,United States,Food and agriculture,Food production,2023
Ross Stores,PT_01499,NaN,9.5,18.8,6.6,10.4,542,478,530,513,North America,United States,Apparel and footwear,Apparel and footwear,2022
Lamb Weston,PT_01052,US5132721045,9.9,33.8,5.7,6.7,534,239,553,594,North America,United States,Food and agriculture,Food production,2023
Haseko Corporation,PT_00823,US4016171054,11.1,18.8,11.1,8.2,509,478,391,568,East Asia & Pacific,Japan,Construction and engineering,Construction and engineering,2022
Mewah,PT_01165,NaN,10.6,30.0,5.8,10.4,521,278,546,513,East Asia & Pacific,Singapore,Food and agriculture,Food production,2023
Bumi Resources,PT_00286,NaN,11.6,27.5,8.0,10.7,493,356,493,510,East Asia & Pacific,Indonesia,Metals and mining,Metals and mining,2022
WH Group,PT_01932,KYG960071028,9.8,18.8,6.1,11.9,536,478,538,478,East Asia & Pacific,"Hong Kong SAR, China",Food and agriculture,Food production,2023
Macy's,PT_01113,NaN,10.1,12.5,4.0,18.8,531,554,602,308,North America,United States,Apparel and footwear,Apparel and footwear,2022
Summit Materials,PT_01692,NaN,10.8,18.8,5.1,16.7,516,478,571,357,North America,United States,Construction materials and supplies,Construction materials and supplies,2022
Formosa Plastics,PT_00709,TW0001301000,11.6,32.5,9.2,6.7,493,269,457,594,East Asia & Pacific,"Taiwan, China",Chemicals,Chemicals,2022
SHEIN,PT_02443,CNE100000502,11.3,18.8,5.8,17.0,502,478,546,350,East Asia & Pacific,Singapore,Apparel and footwear,Apparel and footwear,2024
Century Pacific Food,PT_02437,CNE100000502,10.8,22.5,7.0,11.9,516,453,520,478,East Asia & Pacific,Philippines,Food and agriculture,Food production,2023
Nampak,PT_01219,ZAE000071676,9.6,21.3,3.2,14.9,537,472,625,408,Sub-Saharan Africa,South Africa,Containers and packaging,Containers and packaging,2022
Avril Group,PT_00171,NaN,12.0,12.5,12.8,10.4,477,554,337,513,Europe & Central Asia,France,Food and agriculture,Food production,2023
Westlake Chemical,PT_01927,KYG9431R1039,12.0,28.8,4.9,16.4,477,310,576,367,North America,United States,Chemicals,Chemicals,2022
Guess?,PT_00806,US4016171054,11.7,33.8,9.7,5.9,486,239,440,606,North America,United States,Apparel and footwear,Apparel and footwear,2022
Kumagai Gumi,PT_01035,JP3266800006,10.9,16.3,9.7,10.7,515,545,440,510,East Asia & Pacific,Japan,Construction and engineering,Construction and engineering,2022
Brinker International,PT_02435,CNE100000502,11.2,12.5,2.6,24.1,505,554,645,218,North America,United States,Food and agriculture,Food retailers,2023
Arcos Dorados,PT_02433,CNE100000502,11.7,22.5,8.3,12.6,486,453,483,469,Latin America & Caribbean,Uruguay,Food and agriculture,Food retailers,2023
DL Holdings,PT_02382,CNE100000502,11.3,33.8,7.5,8.2,502,239,504,568,East Asia & Pacific,"Korea, Rep.",Other,Trusts and funds,2024
CIL,PT_02720,CNE100000502,10.7,26.3,12.5,1.5,520,371,350,665,South Asia,India,Metals and mining,Metals and mining,2024
Vion,PT_01887,NaN,9.6,20.0,4.5,13.4,537,476,585,451,Europe & Central Asia,Netherlands,Food and agriculture,Food production,2023
LG Chem,PT_02180,CNE100000502,11.5,18.8,10.4,10.4,497,478,414,513,East Asia & Pacific,"Korea, Rep.",Chemicals,Chemicals,2022
Gruma,PT_00781,NaN,11.2,33.8,4.9,11.9,505,239,576,478,Latin America & Caribbean,Mexico,Food and agriculture,Food production,2023
Yildiz,PT_01975,NO0010208051,11.7,17.5,11.1,10.4,486,519,391,513,Europe & Central Asia,Türkiye,Food and agriculture,Food production,2023
Cheng Shin Rubber,PT_00345,NaN,11.3,21.3,10.8,8.2,502,472,401,568,East Asia & Pacific,"Taiwan, China",Tyres and rubber,Tyres and rubber,2022
Zespri,PT_01990,NO0010208051,9.6,12.5,8.5,10.0,537,554,478,535,East Asia & Pacific,New Zealand,Food and agriculture,Agricultural products,2023
Nine Dragons Paper,PT_01272,BMG653181005,11.6,23.8,13.9,3.0,493,402,299,642,East Asia & Pacific,"Hong Kong SAR, China",Containers and packaging,Containers and packaging,2022
Roquette,PT_01497,NaN,10.4,12.5,2.9,21.3,526,554,635,257,Europe & Central Asia,France,Food and agriculture,Paper and forest products,2023
Inghams,PT_00908,SE0000652216,11.0,18.8,8.4,11.9,510,478,480,478,East Asia & Pacific,Australia,Food and agriculture,Agricultural products,2023
TPI Polene,PT_01814,TH0212A10Z07,11.7,38.8,10.2,3.0,486,163,421,642,East Asia & Pacific,Thailand,Construction materials and supplies,Construction materials and supplies,2022
Jollibee,PT_00975,PHY4466S1007,10.3,12.5,8.8,11.9,528,554,472,478,East Asia & Pacific,Philippines,Food and agriculture,Food retailers,2023
MHP,PT_01167,NaN,10.0,26.3,4.0,12.9,533,371,602,464,Europe & Central Asia,Ukraine,Food and agriculture,Food production,2023
Alpla,PT_02211,CNE100000502,11.0,12.5,9.2,13.2,510,554,457,460,Europe & Central Asia,Austria,Containers and packaging,Containers and packaging,2022
Vinamilk,PT_01885,VN000000VNM8,11.0,23.8,9.5,8.2,510,402,447,568,East Asia & Pacific,Vietnam,Food and agriculture,Food production,2023
ED&F Man,PT_00601,NaN,11.0,22.5,5.6,14.9,510,453,555,408,Europe & Central Asia,United Kingdom,Food and agriculture,Food production,2023
BESTSELLER,PT_00246,NaN,10.5,0.0,9.1,16.9,525,657,461,352,Europe & Central Asia,Denmark,Apparel and footwear,Apparel and footwear,2022
MSC Cruises,PT_01206,NaN,10.8,18.8,10.0,8.8,516,478,429,561,Europe & Central Asia,United Kingdom,Passenger transport (Cruises),Passenger transport (Cruises),2024
WTK,PT_02219,CNE100000502,11.0,27.5,8.3,8.5,510,356,483,563,East Asia & Pacific,Malaysia,Paper and forest,Paper and forest,2023
ICA Gruppen,PT_00884,SE0000652216,11.7,18.8,9.8,11.9,486,478,437,478,Europe & Central Asia,Sweden,Food and agriculture,Food retailers,2023
Larsen & Toubro,PT_01057,INE018A01030,10.6,35.0,6.9,6.7,521,201,522,594,South Asia,India,Construction and engineering,Construction and engineering,2022
Socfin Group,PT_02226,CNE100000502,10.3,12.5,5.5,17.0,528,554,558,350,Europe & Central Asia,Luxembourg,Tyres and rubber,Tyres and rubber,2022
San Miguel Food and Beverage,PT_01529,NaN,12.0,0.0,13.8,14.1,477,657,305,425,East Asia & Pacific,Philippines,Food and agriculture,Food production,2023
Performance Food Group,PT_02441,CNE100000502,10.2,12.5,4.0,18.9,530,554,602,306,North America,United States,Food and agriculture,Food retailers,2023
Copersucar,PT_00477,NaN,10.1,12.5,7.4,13.4,531,554,506,451,Latin America & Caribbean,Brazil,Food and agriculture,Food production,2023
Fletcher Building,PT_00693,NZFBUE0001S0,11.5,18.8,6.1,17.1,497,478,538,346,East Asia & Pacific,New Zealand,Construction materials and supplies,Construction materials and supplies,2022
DMK,PT_00565,NaN,11.9,6.3,10.8,15.9,482,618,401,381,Europe & Central Asia,Germany,Food and agriculture,Agricultural products,2023
Dole,PT_02153,CNE100000502,8.9,12.5,5.2,13.4,552,554,565,451,Europe & Central Asia,Ireland,Food and agriculture,Agricultural products,2023
Edeka Zentrale,PT_00602,DE000A0EAL21,7.1,0.0,2.3,17.6,595,657,661,338,Europe & Central Asia,Germany,Food and agriculture,Food production,2023
Muyuan Foods,PT_01216,CNE100001RQ3,8.1,28.8,6.1,3.0,573,310,538,642,East Asia & Pacific,China,Food and agriculture,Agricultural products,2023
Lupin,PT_01104,NaN,8.3,11.3,4.3,13.4,570,599,592,451,South Asia,India,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Alfamart,PT_02431,CNE100000502,7.8,32.5,2.7,5.9,578,269,644,606,East Asia & Pacific,Indonesia,Food and agriculture,Retail,2023
Capri Holdings,PT_00315,NaN,8.7,17.5,2.1,15.4,560,519,666,401,Europe & Central Asia,United Kingdom,Apparel and footwear,Apparel and footwear,2022
URBN,PT_01860,US9170471026,6.8,12.5,5.0,7.2,604,554,573,592,North America,United States,Apparel and footwear,Apparel and footwear,2022
Jindal Steel And Power ,PT_00965,IL0002810146,7.8,27.5,6.7,1.5,578,356,527,665,South Asia,India,Metals and mining,Metals and mining,2022
Tingyi,PT_01788,KYG8878S1030,6.7,25.0,4.3,3.0,608,374,592,642,East Asia & Pacific,China,Food and agriculture,Food production,2023
Maanshan Iron & Steel,PT_01111,NaN,9.1,23.8,9.9,1.7,547,402,434,663,East Asia & Pacific,China,Metals and mining,Metals and mining,2022
RusAgro,PT_02162,CNE100000502,7.0,10.0,6.9,5.9,599,612,522,606,Europe & Central Asia,Russian Federation,Food and agriculture,Food production,2023
Agrifirm,PT_00045,NaN,8.9,12.5,7.7,9.2,552,554,499,552,Europe & Central Asia,Netherlands,Food and agriculture,Agricultural products,2023
Chevron Phillips,PT_00349,NaN,8.9,33.8,4.3,5.9,552,239,592,606,North America,United States,Chemicals,Chemicals,2022
AmRest,PT_02432,CNE100000502,7.9,11.3,3.2,13.9,576,599,625,439,Europe & Central Asia,Spain,Food and agriculture,Food retailers,2023
